"id","dataset_version","observation_text","age_group","setting","antecedent","behavior","consequence","consequence_present","possible_trigger","emotion_context","caregiver_response","suggested_followup_question","general_support_idea","category","risk_level","difficulty_level","ambiguity_level","split","synthetic_flag","review_status"
"143","v1","My child pushed a peer after losing a turn in a game.","6-8","school","Child lost a turn in a game","Pushed a peer","Not clearly mentioned","no","Game-related peer conflict","Frustration","Not specified","Was the child supported before the game with turn-taking rules?","Reviewing game rules before starting may help prepare for losing or waiting.","social conflict","moderate","medium","low","train","yes","draft"
"144","v1","My child cried when other children changed the rules during pretend play.","6-8","playground","Other children changed pretend play rules","Cried","Not clearly mentioned","no","Unexpected change during peer play","Frustration or confusion","Not specified","Did the child understand the new play rules?","Helping the children agree on simple play rules may reduce confusion.","social conflict","low","medium","medium","train","yes","draft"
"145","v1","My child yelled when a sibling sat in their favorite chair.","6-8","home","Sibling sat in child's favorite chair","Yelled","Not clearly mentioned","no","Conflict over preferred item or space","Frustration","Not specified","Was there a plan for sharing the chair?","A clear family rule for taking turns with preferred spaces may help.","social conflict","low","easy","low","train","yes","draft"
"146","v1","My child grabbed the toy back when another child picked it up.","3-5","home","Another child picked up the toy","Grabbed the toy back","Not clearly mentioned","no","Peer conflict over toy access","Frustration","Not specified","Was the toy already being used or available to share?","Teaching a simple ask-first rule may help with shared toys.","social conflict","low","medium","low","train","yes","draft"
"147","v1","My child cried after being told they could not be first in line.","6-8","school","Told they could not be first in line","Cried","Not clearly mentioned","no","Difficulty with social order or waiting","Disappointment","Not specified","Was the line order explained ahead of time?","A rotating helper or line order routine may make turns feel more fair.","social conflict","low","medium","low","train","yes","draft"
"148","v1","My child yelled at a sibling when the sibling touched their drawing.","6-8","home","Sibling touched child's drawing","Yelled at sibling","Not clearly mentioned","no","Concern about personal work being touched","Frustration","Not specified","Did the child ask for the drawing to be left alone?","A safe place for personal projects may help reduce conflict.","social conflict","low","medium","low","train","yes","draft"
"149","v1","My child cried when a friend did not want to play the same game.","6-8","playground","Friend did not want to play the same game","Cried","Not clearly mentioned","no","Different play preferences","Disappointment","Not specified","Was the child offered another way to join the friend?","Offering two play options may help when children want different games.","social conflict","low","medium","low","train","yes","draft"
"150","v1","My child shouted when another child stood too close during group time.","6-8","school","Another child stood too close during group time","Shouted","Not clearly mentioned","no","Personal space conflict","Discomfort or frustration","Not specified","Was the child able to ask for more space?","Practicing a simple phrase like I need space may help in group settings.","social conflict","low","medium","medium","train","yes","draft"
"151","v1","My child refused to play after another child won the game.","6-8","home","Another child won the game","Refused to play","Not clearly mentioned","no","Difficulty with losing during peer play","Disappointment or frustration","Not specified","How does the child usually respond when someone else wins?","Practicing short games with clear winning and losing rules may help build tolerance.","social conflict","low","medium","low","train","yes","draft"
"152","v1","My child cried when a classmate laughed during their turn to speak.","9-12","school","Classmate laughed during child's turn to speak","Cried","Not clearly mentioned","no","Peer reaction during speaking turn","Embarrassment or sadness","Not specified","Did the child think the classmate was laughing at them?","A teacher check-in may help clarify what happened and support the child.","social conflict","low","complex","medium","train","yes","draft"
"153","v1","My child grabbed the block but gave it back after the teacher used a turn-taking card.","3-5","classroom","Another child was using the block","Grabbed the block","Gave it back after teacher used a turn-taking card","yes","Turn-taking difficulty during peer play","Frustration followed by cooperation","Teacher used turn-taking card","Did the visual turn-taking card help the child understand whose turn it was?","Using a visual turn card may help make shared play clearer.","social conflict","low","medium","low","validation","yes","draft"
"154","v1","My child yelled at a sibling but calmed after choosing a different toy.","3-5","home","Sibling was using preferred toy","Yelled at sibling","Calmed after choosing a different toy","yes","Conflict over preferred toy","Frustration followed by calming","Caregiver offered another toy choice","Did having another choice help reduce the conflict?","Offering an alternate choice may help when a preferred toy is unavailable.","social conflict","low","medium","low","validation","yes","draft"
"155","v1","My child became upset during play, but it was unclear whether the issue was sharing, rules, or personal space.","6-8","playground","Peer play became difficult","Became upset","Not clearly mentioned","no","Unclear peer conflict","Frustration or overwhelm","Not specified","What changed in the play situation right before the child became upset?","Adding notes about sharing, rules, and personal space may help identify the pattern.","social conflict","low","complex","high","validation","yes","draft"
"156","v1","My child cried after a classmate said they could not join the game.","6-8","school playground","Classmate said child could not join the game","Cried","Not clearly mentioned","no","Peer exclusion during play","Sadness or frustration","Not specified","Was there an adult nearby to help with joining play?","Practicing simple joining phrases may help in peer play situations.","social conflict","low","medium","medium","test","yes","draft"
"157","v1","My child pushed a sibling when the sibling took the last puzzle piece.","6-8","home","Sibling took the last puzzle piece","Pushed sibling","Not clearly mentioned","no","Conflict over final item in shared activity","Frustration","Not specified","Was there a plan for who placed the final piece?","Setting turns before starting a shared activity may reduce conflict.","social conflict","moderate","medium","low","test","yes","draft"
"158","v1","My child yelled when another child changed the building they had made.","6-8","classroom","Another child changed child's building","Yelled","Not clearly mentioned","no","Peer changed personal creation","Frustration","Not specified","Was the building meant to be shared or personal?","Clarifying shared versus personal materials may help during group play.","social conflict","low","medium","medium","test","yes","draft"
"159","v1","My child cried when a friend stopped playing and joined a different group.","9-12","playground","Friend stopped playing and joined a different group","Cried","Not clearly mentioned","no","Change in peer interaction","Sadness or disappointment","Not specified","Did the child understand why the friend left the game?","Helping the child choose another activity or peer may support the transition.","social conflict","low","complex","medium","test","yes","draft"
"160","v1","My child became upset when a peer corrected them during a group project.","9-12","school","Peer corrected child during a group project","Became upset","Not clearly mentioned","no","Peer correction during shared task","Embarrassment or frustration","Not specified","Was the correction said in a helpful or upsetting way?","Practicing how to ask for help or take feedback may support group work.","social conflict","low","complex","medium","test","yes","draft"
"161","v1","My child left the seat when the teacher started group instructions.","6-8","classroom","Teacher started group instructions","Left the seat","Not clearly mentioned","no","Difficulty staying seated during group instruction","Restlessness or reduced attention","Not specified","How long had the child been sitting before leaving the seat?","A short movement break before group instruction may help the child stay engaged.","classroom attention","low","easy","low","train","yes","draft"
"162","v1","My child looked around the room instead of starting the worksheet.","6-8","classroom","Worksheet was given","Looked around the room instead of starting","Not clearly mentioned","no","Difficulty beginning classroom task","Distraction or uncertainty","Not specified","Did the child understand the first step of the worksheet?","Pointing to the first problem or giving one simple start direction may help.","classroom attention","low","easy","low","train","yes","draft"
"163","v1","My child talked to a classmate while the teacher was explaining the activity.","6-8","classroom","Teacher was explaining the activity","Talked to a classmate","Not clearly mentioned","no","Difficulty attending during verbal instruction","Distractibility","Not specified","Was the instruction long or given during a noisy time?","Short instructions and a quick check for understanding may help.","classroom attention","low","medium","low","train","yes","draft"
"164","v1","My child tapped the pencil repeatedly during quiet work time.","9-12","classroom","Quiet work time started","Tapped the pencil repeatedly","Not clearly mentioned","no","Difficulty staying regulated during quiet task","Restlessness","Not specified","Was the task long or repetitive?","A quiet fidget option or short break may help during longer work periods.","classroom attention","low","medium","medium","train","yes","draft"
"165","v1","My child stared at the window when asked to copy sentences from the board.","6-8","classroom","Asked to copy sentences from the board","Stared at the window","Not clearly mentioned","no","Difficulty attending to copying task","Distraction or task fatigue","Not specified","Was copying from the board hard or visually tiring?","Providing a closer copy or breaking the copying task into parts may help.","classroom attention","low","medium","medium","train","yes","draft"
"166","v1","My child got up to sharpen a pencil several times during writing time.","9-12","classroom","Writing time started","Got up to sharpen a pencil several times","Not clearly mentioned","no","Avoidance or difficulty sustaining writing task","Restlessness or frustration","Not specified","Was the child avoiding the writing task or needing movement?","Checking if the writing task is too long may help understand the behavior.","classroom attention","low","medium","medium","train","yes","draft"
"167","v1","My child missed the direction because they were looking inside the desk.","6-8","classroom","Teacher gave a direction while child looked inside desk","Missed the direction","Not clearly mentioned","no","Attention shifted during instruction","Distraction","Not specified","What was the child looking for in the desk?","Clearing the desk before directions may help reduce distractions.","classroom attention","low","medium","low","train","yes","draft"
"168","v1","My child hummed during independent reading and did not finish the page.","6-8","classroom","Independent reading started","Hummed and did not finish the page","Not clearly mentioned","no","Difficulty staying engaged with reading task","Restlessness or low engagement","Not specified","Was the reading material too hard, too long, or not interesting?","A shorter reading goal may help the child stay with the task.","classroom attention","low","medium","medium","train","yes","draft"
"169","v1","My child watched other students instead of lining up when the teacher called the group.","6-8","classroom","Teacher called the group to line up","Watched other students instead of lining up","Not clearly mentioned","no","Difficulty following group transition direction","Distraction or uncertainty","Not specified","Did the child hear the line-up direction?","A visual or repeated cue may help the child follow group directions.","classroom attention","low","medium","low","train","yes","draft"
"170","v1","My child played with erasers during math instruction.","6-8","classroom","Math instruction started","Played with erasers","Not clearly mentioned","no","Difficulty attending during math instruction","Distraction or restlessness","Not specified","Was the math instruction too long or difficult?","Keeping only needed materials on the desk may reduce distraction.","classroom attention","low","easy","low","train","yes","draft"
"171","v1","My child asked to use the bathroom soon after a writing assignment began.","9-12","classroom","Writing assignment began","Asked to use the bathroom soon after","Not clearly mentioned","no","Possible avoidance of writing task","Frustration or task avoidance","Not specified","Does the child often ask to leave during writing tasks?","Tracking when bathroom requests happen may help identify patterns.","classroom attention","low","complex","medium","train","yes","draft"
"172","v1","My child put head down when the teacher gave a multi-step direction.","9-12","classroom","Teacher gave a multi-step direction","Put head down","Not clearly mentioned","no","Difficulty processing multi-step instruction","Overwhelm or confusion","Not specified","Were the steps written down or only spoken?","Breaking directions into one step at a time may help the child begin.","classroom attention","low","medium","medium","train","yes","draft"
"173","v1","My child left the seat but returned after the teacher pointed to the visual schedule.","6-8","classroom","Teacher started a desk task","Left the seat","Returned after teacher pointed to visual schedule","yes","Difficulty staying with classroom task","Restlessness followed by re-engagement","Teacher pointed to visual schedule","Did the visual schedule help the child know what to do next?","Using the visual schedule before the task starts may help support attention.","classroom attention","low","medium","low","validation","yes","draft"
"174","v1","My child did not start the worksheet until the teacher highlighted the first problem.","6-8","classroom","Worksheet was given","Did not start worksheet","Started after teacher highlighted the first problem","yes","Difficulty starting independent work","Uncertainty","Teacher highlighted first problem","Did showing the first step help the child begin?","Marking the first step may help with task initiation.","classroom attention","low","medium","low","validation","yes","draft"
"175","v1","My child seemed distracted during class, but it was unclear if the issue was noise, task difficulty, or tiredness.","6-8","classroom","Class activity was underway","Seemed distracted","Not clearly mentioned","no","Unclear attention difficulty","Tiredness, overwhelm, or distraction","Not specified","What was happening in the room when the distraction started?","Adding notes about noise, task type, and sleep may help identify patterns.","classroom attention","low","complex","high","validation","yes","draft"
"176","v1","My child missed the start of the activity after looking at materials in the backpack.","9-12","classroom","Activity started while child looked in backpack","Missed the start of the activity","Not clearly mentioned","no","Attention shifted away during transition","Distraction","Not specified","Was the child looking for something needed or unrelated?","Preparing materials before the activity may reduce missed directions.","classroom attention","low","medium","medium","test","yes","draft"
"177","v1","My child walked around the room during independent work time.","6-8","classroom","Independent work time started","Walked around the room","Not clearly mentioned","no","Difficulty staying with independent task","Restlessness or avoidance","Not specified","Was the task too long or unclear?","A short work goal followed by a movement break may help.","classroom attention","low","medium","low","test","yes","draft"
"178","v1","My child kept asking what to do even after the teacher explained the task.","6-8","classroom","Teacher explained the task","Kept asking what to do","Not clearly mentioned","no","Unclear understanding of task directions","Confusion or anxiety","Not specified","Were the directions written or repeated individually?","A simple written checklist may help the child remember the steps.","classroom attention","low","medium","medium","test","yes","draft"
"179","v1","My child looked at the ceiling and did not answer when called during group discussion.","9-12","classroom","Teacher called on child during group discussion","Looked at the ceiling and did not answer","Not clearly mentioned","no","Difficulty responding during group attention task","Uncertainty or disengagement","Not specified","Was the child prepared to answer or surprised by being called on?","Giving wait time or a preview question may help the child respond.","classroom attention","low","complex","medium","test","yes","draft"
"180","v1","My child played with shoelaces while the class practiced reading aloud.","6-8","classroom","Class practiced reading aloud","Played with shoelaces","Not clearly mentioned","no","Difficulty attending during group reading","Restlessness or distraction","Not specified","Was the child waiting a long time for their turn?","A quiet hand activity or clear turn cue may help during group reading.","classroom attention","low","medium","medium","test","yes","draft"
"181","v1","My child cried when asked to wait for a turn on the swing.","3-5","playground","Asked to wait for a turn on the swing","Cried","Not clearly mentioned","no","Waiting for preferred activity","Frustration","Not specified","Was the child shown when their turn would come?","A simple turn-taking cue or countdown may help make waiting clearer.","waiting / turn-taking","low","easy","low","train","yes","draft"
"182","v1","My child yelled when another child had the first turn with the toy car.","3-5","home","Another child had the first turn with the toy car","Yelled","Not clearly mentioned","no","Waiting for toy turn","Frustration","Not specified","Was the turn order explained before play started?","A clear first-next turn reminder may help make sharing more predictable.","waiting / turn-taking","low","easy","low","train","yes","draft"
"183","v1","My child grabbed the game piece when it was not their turn.","6-8","home","It was not child's turn in the game","Grabbed the game piece","Not clearly mentioned","no","Difficulty waiting during game","Impulsivity or frustration","Not specified","Did the child understand the turn order?","Using a turn card may help the child see whose turn it is.","waiting / turn-taking","low","medium","low","train","yes","draft"
"184","v1","My child cried while waiting in line at the store checkout.","3-5","store","Waiting in line at store checkout","Cried","Not clearly mentioned","no","Waiting in public line","Frustration or tiredness","Not specified","How long had the child been waiting?","A small waiting activity may help during short public waits.","waiting / turn-taking","low","medium","medium","train","yes","draft"
"185","v1","My child shouted when the teacher called another student before them.","6-8","classroom","Teacher called another student before child","Shouted","Not clearly mentioned","no","Waiting to be called on","Frustration","Not specified","Did the child know when their turn would come?","A visible turn order may help during classroom activities.","waiting / turn-taking","low","medium","low","train","yes","draft"
"186","v1","My child refused to continue the board game after losing a turn.","6-8","home","Child lost a turn in the board game","Refused to continue the game","Not clearly mentioned","no","Difficulty with game turn outcome","Disappointment or frustration","Not specified","Was losing a turn explained before the game started?","Practicing short games with simple rules may help build comfort with turn changes.","waiting / turn-taking","low","medium","low","train","yes","draft"
"187","v1","My child cried when asked to wait until after dinner for dessert.","3-5","home","Asked to wait until after dinner for dessert","Cried","Not clearly mentioned","no","Waiting for preferred food","Frustration","Not specified","Was the dessert routine explained before dinner?","A first-dinner-then-dessert reminder may help clarify the order.","waiting / turn-taking","low","easy","low","train","yes","draft"
"188","v1","My child pushed ahead when waiting to wash hands before snack.","3-5","classroom","Waiting to wash hands before snack","Pushed ahead","Not clearly mentioned","no","Waiting in routine line","Frustration or impatience","Not specified","Was there a clear line order?","A line marker or turn reminder may help with waiting routines.","waiting / turn-taking","moderate","medium","low","train","yes","draft"
"189","v1","My child yelled when a sibling used the bike first.","6-8","home","Sibling used the bike first","Yelled","Not clearly mentioned","no","Waiting for preferred item","Frustration","Not specified","Was the bike turn schedule clear?","A timer may help show when each person's turn starts and ends.","waiting / turn-taking","low","medium","low","train","yes","draft"
"190","v1","My child cried when asked to wait for help with homework while I finished cooking.","6-8","home","Asked to wait for homework help while caregiver finished cooking","Cried","Not clearly mentioned","no","Waiting for adult help","Frustration or worry","Caregiver was cooking","Did the child know when help would be available?","A simple wait card or time estimate may help the child understand the delay.","waiting / turn-taking","low","complex","medium","train","yes","draft"
"191","v1","My child interrupted repeatedly while waiting to tell me something.","6-8","home","Waiting to tell caregiver something","Interrupted repeatedly","Not clearly mentioned","no","Difficulty waiting to speak","Excitement or impatience","Not specified","Was there a way for the child to show they had something to say?","A simple signal like placing a hand on the table may help while waiting to talk.","waiting / turn-taking","low","medium","medium","train","yes","draft"
"192","v1","My child got upset when the tablet had to be shared with a sibling.","6-8","home","Tablet had to be shared with sibling","Got upset","Not clearly mentioned","no","Taking turns with shared screen item","Frustration","Not specified","Was the sharing plan explained before tablet use?","A timer or written turn list may help make sharing more predictable.","waiting / turn-taking","low","medium","low","train","yes","draft"
"193","v1","My child cried while waiting for a turn but calmed after seeing their name on the turn list.","6-8","classroom","Waiting for a turn during class activity","Cried","Calmed after seeing name on turn list","yes","Waiting for classroom turn","Frustration followed by calming","Teacher showed turn list","Did seeing the turn list help the child understand when their turn would come?","A visible turn list may help reduce uncertainty during waiting.","waiting / turn-taking","low","medium","low","validation","yes","draft"
"194","v1","My child grabbed the toy but gave it back after the timer showed one minute left for the other child.","3-5","home","Other child still had time with the toy","Grabbed the toy","Gave it back after seeing timer","yes","Waiting for toy turn","Frustration followed by cooperation","Caregiver showed timer","Did the timer help make the waiting time clearer?","Using a timer may help show when turns change.","waiting / turn-taking","low","medium","low","validation","yes","draft"
"195","v1","My child became upset while waiting, but it was unclear if the issue was hunger, tiredness, or wanting the activity immediately.","3-5","public place","Waiting for an activity","Became upset","Not clearly mentioned","no","Unclear waiting difficulty","Frustration, hunger, or tiredness","Not specified","What else was happening before the child became upset while waiting?","Adding notes about time, hunger, and tiredness may help understand waiting patterns.","waiting / turn-taking","low","complex","high","validation","yes","draft"
"196","v1","My child cried when asked to wait for the elevator instead of taking the stairs.","6-8","public building","Asked to wait for the elevator","Cried","Not clearly mentioned","no","Waiting during public transition","Frustration","Not specified","Was the child expecting to take the stairs instead?","Explaining why waiting is needed may help with unexpected delays.","waiting / turn-taking","low","medium","medium","test","yes","draft"
"197","v1","My child yelled when the restaurant food did not arrive quickly.","6-8","restaurant","Food did not arrive quickly","Yelled","Not clearly mentioned","no","Waiting for food","Frustration or hunger","Not specified","Was the child hungry before arriving at the restaurant?","Bringing a quiet waiting activity may help during restaurant delays.","waiting / turn-taking","low","medium","medium","test","yes","draft"
"198","v1","My child refused to play after being told to wait for the next round.","6-8","home","Told to wait for the next round","Refused to play","Not clearly mentioned","no","Waiting for next game round","Frustration","Not specified","Did the child understand how long the wait would be?","A clear next-round reminder may help the child stay engaged.","waiting / turn-taking","low","medium","low","test","yes","draft"
"199","v1","My child pushed the button many times while waiting for the crosswalk signal.","6-8","street crossing","Waiting for crosswalk signal","Pushed the button many times","Not clearly mentioned","no","Waiting during safety routine","Impatience or uncertainty","Not specified","Did the child know the signal would change soon?","Explaining the wait-and-cross routine may help during street crossings.","waiting / turn-taking","low","medium","medium","test","yes","draft"
"200","v1","My child cried when a sibling chose the first movie for family night.","6-8","home","Sibling chose the first movie for family night","Cried","Not clearly mentioned","no","Waiting for choice turn","Disappointment","Not specified","Was the movie choice order explained before family night?","Taking turns choosing movies across nights may make the routine feel fair.","waiting / turn-taking","low","medium","low","test","yes","draft"
"201","v1","My child cried when asked to clean up toys before dinner.","3-5","home","Asked to clean up toys before dinner","Cried","Not clearly mentioned","no","Transition from play to cleanup","Frustration","Not specified","Was the child given a warning before cleanup started?","A cleanup song or short countdown may help prepare for the change.","cleanup difficulty","low","easy","low","train","yes","draft"
"202","v1","My child refused to put blocks back in the bin after playtime ended.","3-5","home","Playtime ended","Refused to put blocks back in the bin","Not clearly mentioned","no","Stopping play and starting cleanup","Frustration","Not specified","Was cleanup broken into small steps?","Asking for one small cleanup step at a time may make the task easier.","cleanup difficulty","low","easy","low","train","yes","draft"
"203","v1","My child yelled when I said all the cars had to be picked up.","3-5","home","Caregiver said toy cars had to be picked up","Yelled","Not clearly mentioned","no","Large cleanup demand","Frustration or overwhelm","Caregiver gave cleanup instruction","Were there many toys to clean at once?","Starting with one toy type, such as cars first, may make cleanup feel smaller.","cleanup difficulty","low","medium","low","train","yes","draft"
"204","v1","My child ran away when cleanup time started at preschool.","3-5","classroom","Cleanup time started","Ran away","Not clearly mentioned","no","Transition from classroom play to cleanup","Avoidance or frustration","Not specified","Was there a clear cleanup signal?","A consistent cleanup song or visual cue may help signal the change.","cleanup difficulty","moderate","medium","low","train","yes","draft"
"205","v1","My child threw a toy into the bin after being asked to clean up.","6-8","home","Asked to clean up","Threw a toy into the bin","Not clearly mentioned","no","Cleanup demand after play","Frustration","Not specified","Was the child upset about stopping play or about the cleanup task?","A calm reminder and smaller cleanup steps may help reduce frustration.","cleanup difficulty","moderate","medium","medium","train","yes","draft"
"206","v1","My child cried when asked to stop building and put the pieces away.","6-8","home","Asked to stop building and put pieces away","Cried","Not clearly mentioned","no","Ending preferred building activity","Disappointment","Not specified","Could the child save or take a picture of the project before cleanup?","Saving the project with a picture may help when cleanup means taking apart work.","cleanup difficulty","low","medium","low","train","yes","draft"
"207","v1","My child refused to clean the art supplies after painting.","6-8","home","Painting activity ended","Refused to clean art supplies","Not clearly mentioned","no","Messy activity cleanup","Avoidance or frustration","Not specified","Was the cleanup task messy or unclear?","A simple checklist for art cleanup may help show what to do first.","cleanup difficulty","low","medium","low","train","yes","draft"
"208","v1","My child cried when asked to put away the train set before bedtime.","3-5","home","Asked to put away train set before bedtime","Cried","Not clearly mentioned","no","Cleanup before bedtime transition","Frustration or tiredness","Not specified","Was the child tired or still focused on play?","A bedtime cleanup routine with one clear step may help.","cleanup difficulty","low","medium","medium","train","yes","draft"
"209","v1","My child pushed the basket away when I handed it to them for cleanup.","3-5","home","Caregiver handed cleanup basket","Pushed the basket away","Not clearly mentioned","no","Cleanup task demand","Frustration","Caregiver handed basket","Did the child understand what should go in the basket?","Showing one example item to put away may help start cleanup.","cleanup difficulty","low","easy","low","train","yes","draft"
"210","v1","My child yelled because cleanup started before they finished the puzzle.","6-8","home","Cleanup started before puzzle was finished","Yelled","Not clearly mentioned","no","Interrupted preferred activity","Frustration","Not specified","Was the child allowed to finish one small part before cleanup?","A last-piece or last-step warning may help before cleanup begins.","cleanup difficulty","low","medium","low","train","yes","draft"
"211","v1","My child left the room when asked to put laundry in the basket.","6-8","home","Asked to put laundry in the basket","Left the room","Not clearly mentioned","no","Household cleanup demand","Avoidance","Not specified","Was the task clear and small enough to start?","Giving one specific item to put away may help the child begin.","cleanup difficulty","low","medium","medium","train","yes","draft"
"212","v1","My child cried when asked to clean up after a playdate ended.","6-8","home","Playdate ended and cleanup was requested","Cried","Not clearly mentioned","no","Cleanup after social play","Tiredness or frustration","Not specified","Was the child tired after the playdate?","Doing cleanup together for a short time may help after busy social play.","cleanup difficulty","low","complex","medium","train","yes","draft"
"213","v1","My child refused cleanup but started after I asked them to put away only the red blocks.","3-5","home","Asked to clean up blocks","Refused cleanup","Started after caregiver asked for only red blocks","yes","Large cleanup task felt hard to start","Frustration followed by cooperation","Caregiver gave smaller cleanup step","Did sorting by color make cleanup easier to start?","Small, specific cleanup steps may help the child begin.","cleanup difficulty","low","medium","low","validation","yes","draft"
"214","v1","My child cried during cleanup but calmed after choosing which toy bin to fill first.","3-5","home","Cleanup started","Cried","Calmed after choosing which toy bin to fill first","yes","Cleanup task demand","Frustration followed by calming","Caregiver offered bin choice","Did choosing the first bin help the child feel involved?","Offering a limited cleanup choice may support cooperation.","cleanup difficulty","low","medium","low","validation","yes","draft"
"215","v1","My child became upset during cleanup, but it was unclear if they were tired, overwhelmed, or wanted to keep playing.","6-8","home","Cleanup started","Became upset","Not clearly mentioned","no","Unclear cleanup difficulty","Tiredness, overwhelm, or frustration","Not specified","What was happening right before cleanup started?","Adding notes about time of day and activity type may help identify cleanup patterns.","cleanup difficulty","low","complex","high","validation","yes","draft"
"216","v1","My child yelled when asked to put away markers after drawing.","6-8","home","Asked to put away markers after drawing","Yelled","Not clearly mentioned","no","Ending art activity with cleanup","Frustration","Not specified","Was the child finished drawing or interrupted?","A finished-or-save choice may help before putting art supplies away.","cleanup difficulty","low","medium","medium","test","yes","draft"
"217","v1","My child kicked a toy bin when told to clean the playroom.","6-8","home","Told to clean the playroom","Kicked a toy bin","Not clearly mentioned","no","Large cleanup demand","Overwhelm or frustration","Not specified","Was the playroom cleanup too broad as one instruction?","Breaking playroom cleanup into one area at a time may help.","cleanup difficulty","moderate","medium","low","test","yes","draft"
"218","v1","My child refused to throw away paper scraps after craft time.","6-8","home","Craft time ended","Refused to throw away paper scraps","Not clearly mentioned","no","Craft cleanup task","Avoidance or frustration","Not specified","Did the child know which scraps were trash and which were keepers?","Sorting keep and throw-away piles may help during craft cleanup.","cleanup difficulty","low","medium","medium","test","yes","draft"
"219","v1","My child cried when the teacher said centers were over and cleanup was starting.","3-5","classroom","Teacher said centers were over and cleanup was starting","Cried","Not clearly mentioned","no","Transition from classroom centers to cleanup","Frustration","Teacher gave cleanup instruction","Was there a warning before centers ended?","A visual timer before centers end may help children prepare for cleanup.","cleanup difficulty","low","medium","low","test","yes","draft"
"220","v1","My child refused to put the tablet charger away after screen time ended.","6-8","home","Screen time ended and charger needed to be put away","Refused to put the charger away","Not clearly mentioned","no","Cleanup linked to ending screen time","Frustration","Not specified","Was charger cleanup part of the usual screen-time routine?","Making charger cleanup a routine final step may help after screen time.","cleanup difficulty","low","complex","medium","test","yes","draft"
"221","v1","My child cried when asked to get dressed for school.","3-5","home","Asked to get dressed for school","Cried","Not clearly mentioned","no","Morning dressing task","Frustration or tiredness","Not specified","Was the child still sleepy or rushed?","A simple morning picture checklist may help show each step.","morning routine","low","easy","low","train","yes","draft"
"222","v1","My child refused to put on shoes before leaving the house.","3-5","home","It was time to leave the house","Refused to put on shoes","Not clearly mentioned","no","Transition from home to leaving","Frustration","Not specified","Was there a warning before it was time to leave?","Putting shoes on as the same step each morning may make the routine more predictable.","morning routine","low","easy","low","train","yes","draft"
"223","v1","My child yelled when breakfast was served before they were fully awake.","6-8","home","Breakfast was served soon after waking","Yelled","Not clearly mentioned","no","Morning wake-up transition","Tiredness or frustration","Not specified","Did the child have enough time to wake up before breakfast?","A few quiet minutes after waking may help the child ease into the morning.","morning routine","low","medium","medium","train","yes","draft"
"224","v1","My child hid under the blanket when I said it was time to get up.","3-5","home","Caregiver said it was time to get up","Hid under the blanket","Not clearly mentioned","no","Waking up and starting the day","Tiredness or avoidance","Caregiver gave wake-up instruction","Was bedtime later than usual the night before?","A calm wake-up routine may help make mornings less sudden.","morning routine","low","medium","medium","train","yes","draft"
"225","v1","My child cried when the shirt they wanted was in the laundry.","3-5","home","Preferred shirt was unavailable","Cried","Not clearly mentioned","no","Preferred clothing unavailable","Disappointment","Not specified","Was another clothing choice offered?","Offering two available clothing choices may help the child move forward.","morning routine","low","medium","low","train","yes","draft"
"226","v1","My child refused to brush teeth during the morning routine.","6-8","home","Morning toothbrushing step started","Refused to brush teeth","Not clearly mentioned","no","Morning hygiene task","Avoidance or frustration","Not specified","Is toothbrushing difficult in the morning or also at night?","A visual routine card may help show toothbrushing as one short step.","morning routine","low","easy","low","train","yes","draft"
"227","v1","My child ran away when I brought the school backpack to the door.","3-5","home","Caregiver brought school backpack to the door","Ran away","Not clearly mentioned","no","Leaving for school cue","Anxiety or avoidance","Not specified","Does the backpack signal a difficult transition?","Talking about the next step before showing the backpack may help prepare the child.","morning routine","moderate","medium","medium","train","yes","draft"
"228","v1","My child cried because the morning routine was rushed.","6-8","home","Morning routine was rushed","Cried","Not clearly mentioned","no","Rushed morning schedule","Stress or frustration","Not specified","Which step felt most rushed today?","Starting one step earlier or using a checklist may help reduce morning pressure.","morning routine","low","medium","medium","train","yes","draft"
"229","v1","My child refused breakfast because they wanted to finish playing first.","3-5","home","Child wanted to keep playing before breakfast","Refused breakfast","Not clearly mentioned","no","Transition from play to breakfast","Frustration","Not specified","Was play started before the main morning tasks were done?","Keeping play after breakfast or after dressing may make the routine clearer.","morning routine","low","medium","low","train","yes","draft"
"230","v1","My child yelled when I said the bus would arrive soon.","6-8","home","Caregiver said the bus would arrive soon","Yelled","Not clearly mentioned","no","Pressure before school departure","Anxiety or frustration","Caregiver gave bus reminder","Was the child ready or still completing morning tasks?","A visible countdown to bus time may help the child understand the remaining time.","morning routine","low","medium","medium","train","yes","draft"
"231","v1","My child cried when asked to put on a jacket before leaving.","3-5","home","Asked to put on a jacket before leaving","Cried","Not clearly mentioned","no","Morning clothing demand","Frustration or clothing discomfort","Not specified","Was the jacket uncomfortable or was the child upset about leaving?","Checking comfort and explaining why the jacket is needed may help.","morning routine","low","medium","medium","train","yes","draft"
"232","v1","My child refused to pack the lunchbox into the backpack.","6-8","home","Asked to pack lunchbox into backpack","Refused","Not clearly mentioned","no","Morning preparation task","Avoidance or frustration","Not specified","Did the child know where the lunchbox should go?","Making backpack packing one step on the checklist may help.","morning routine","low","easy","low","train","yes","draft"
